 [STATUS] 	Installation started 9/15/2022 2:56:29 PM...
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tat_m18aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m18aa.git m18aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m18aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m18aa.git" already exists in archive "tat_m18aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m18aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m18aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m18aa.git...
 [Install] 	Finished updating GFF file "m18aa.git" in "modules\tat_m18aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m18aa.git" in archive "tat_m18aa.mod".
 [Install] 	GFF FILE: m18ab.git and m18ab.git.
 [Install] 	GFF FILE: m18ab.git and m18ab.git.
 [Install] 	GFF Check: 1_m18ab.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tat_m18ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m18ab.git m18ab.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m18ab..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m18ab.git" already exists in archive "tat_m18ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m18ab.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m18ab.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m18ab.git...
 [Install] 	Finished updating GFF file "m18ab.git" in "modules\tat_m18ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m18ab.git" in archive "tat_m18ab.mod".
 [Install] 	GFF FILE: m20aa.git and m20aa.git.
 [Install] 	GFF FILE: m20aa.git and m20aa.git.
 [Install] 	GFF Check: 1_m20aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\tat_m20aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m20aa.git m20aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m20aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m20aa.git" already exists in archive "tat_m20aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m20aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m20aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m20aa.git...
 [Install] 	Added new field to GFF file m20aa.git...
 [Install] 	Finished updating GFF file "m20aa.git" in "modules\tat_m20aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m20aa.git" in archive "tat_m20aa.mod".
 [Install] 	GFF FILE: m22ab.are and m22ab.are.
 [Install] 	GFF FILE: m22ab.are and m22ab.are.
 [Install] 	GFF Check: 1_m22ab.are.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\kas_m22ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m22ab.are m22ab.are..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .are and are.
 [Install] 	GFF Check: Special_m22ab..are  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m22ab.are" already exists in archive "kas_m22ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m22ab.are.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m22ab.are does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m22ab.are...
 [Install] 	Finished updating GFF file "m22ab.are" in "modules\kas_m22ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m22ab.are" in archive "kas_m22ab.mod".
 [Install] 	GFF FILE: m26aa.git and m26aa.git.
 [Install] 	GFF FILE: m26aa.git and m26aa.git.
 [Install] 	GFF Check: 1_m26aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm26aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m26aa.git m26aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m26aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m26aa.git" already exists in archive "manm26aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m26aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m26aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m26aa.git...
 [Install] 	Finished updating GFF file "m26aa.git" in "modules\manm26aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m26aa.git" in archive "manm26aa.mod".
 [Install] 	GFF FILE: m26ab.git and m26ab.git.
 [Install] 	GFF FILE: m26ab.git and m26ab.git.
 [Install] 	GFF Check: 1_m26ab.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm26ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m26ab.git m26ab.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m26ab..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m26ab.git" already exists in archive "manm26ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m26ab.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m26ab.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m26ab.git...
 [Install] 	Finished updating GFF file "m26ab.git" in "modules\manm26ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m26ab.git" in archive "manm26ab.mod".
 [Install] 	GFF FILE: m26ac.git and m26ac.git.
 [Install] 	GFF FILE: m26ac.git and m26ac.git.
 [Install] 	GFF Check: 1_m26ac.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm26ac.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m26ac.git m26ac.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m26ac..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m26ac.git" already exists in archive "manm26ac.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m26ac.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m26ac.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m26ac.git...
 [Install] 	Finished updating GFF file "m26ac.git" in "modules\manm26ac.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m26ac.git" in archive "manm26ac.mod".
 [Install] 	GFF FILE: m26ae.git and m26ae.git.
 [Install] 	GFF FILE: m26ae.git and m26ae.git.
 [Install] 	GFF Check: 1_m26ae.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm26ae.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m26ae.git m26ae.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m26ae..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m26ae.git" already exists in archive "manm26ae.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m26ae.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m26ae.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m26ae.git...
 [Install] 	Added new field to GFF file m26ae.git...
 [Install] 	Finished updating GFF file "m26ae.git" in "modules\manm26ae.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m26ae.git" in archive "manm26ae.mod".
 [Install] 	GFF FILE: m27aa.git and m27aa.git.
 [Install] 	GFF FILE: m27aa.git and m27aa.git.
 [Install] 	GFF Check: 1_m27aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm27aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m27aa.git m27aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m27aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m27aa.git" already exists in archive "manm27aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m27aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m27aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m27aa.git...
 [Install] 	Finished updating GFF file "m27aa.git" in "modules\manm27aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m27aa.git" in archive "manm27aa.mod".
 [Install] 	GFF FILE: m28aa.git and m28aa.git.
 [Install] 	GFF FILE: m28aa.git and m28aa.git.
 [Install] 	GFF Check: 1_m28aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm28aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m28aa.git m28aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m28aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m28aa.git" already exists in archive "manm28aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m28aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m28aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m28aa.git...
 [Install] 	Added new field to GFF file m28aa.git...
 [Install] 	Finished updating GFF file "m28aa.git" in "modules\manm28aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m28aa.git" in archive "manm28aa.mod".
 [Install] 	GFF FILE: m28ab_c01.dlg and m28ab_c01.dlg.
 [Install] 	GFF FILE: m28ab_c01.dlg and m28ab_c01.dlg.
 [Install] 	GFF Check: 1_m28ab_c01.dlg.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\manm28ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m28ab_c01.dlg m28ab_c01.dlg..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .dlg and dlg.
 [Install] 	GFF Check: Special_m28ab_c01..dlg  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m28ab_c01.dlg" already exists in archive "manm28ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m28ab_c01.dlg.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m28ab_c01.dlg does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m28ab_c01.dlg...
 [Install] 	Added new field to GFF file m28ab_c01.dlg...
 [Install] 	Added new field to GFF file m28ab_c01.dlg...
 [Install] 	Finished updating GFF file "m28ab_c01.dlg" in "modules\manm28ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m28ab_c01.dlg" in archive "manm28ab.mod".
 [Install] 	GFF FILE: m33aa.git and m33aa.git.
 [Install] 	GFF FILE: m33aa.git and m33aa.git.
 [Install] 	GFF Check: 1_m33aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m33aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m33aa.git m33aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m33aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m33aa.git" already exists in archive "korr_m33aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m33aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m33aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m33aa.git...
 [Install] 	Added new field to GFF file m33aa.git...
 [Install] 	Added new field to GFF file m33aa.git...
 [Install] 	Finished updating GFF file "m33aa.git" in "modules\korr_m33aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m33aa.git" in archive "korr_m33aa.mod".
 [Install] 	GFF FILE: m35aa.git and m35aa.git.
 [Install] 	GFF FILE: m35aa.git and m35aa.git.
 [Install] 	GFF Check: 1_m35aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m35aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m35aa.git m35aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m35aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m35aa.git" already exists in archive "korr_m35aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m35aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m35aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m35aa.git...
 [Install] 	Finished updating GFF file "m35aa.git" in "modules\korr_m35aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m35aa.git" in archive "korr_m35aa.mod".
 [Install] 	GFF FILE: m38aa.git and m38aa.git.
 [Install] 	GFF FILE: m38aa.git and m38aa.git.
 [Install] 	GFF Check: 1_m38aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m38ab.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m38aa.git m38aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m38aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m38aa.git" already exists in archive "korr_m38ab.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m38aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m38aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m38aa.git...
 [Install] 	Finished updating GFF file "m38aa.git" in "modules\korr_m38ab.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m38aa.git" in archive "korr_m38ab.mod".
 [Install] 	GFF FILE: m39aa.git and m39aa.git.
 [Install] 	GFF FILE: m39aa.git and m39aa.git.
 [Install] 	GFF Check: 1_m39aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\korr_m39aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m39aa.git m39aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m39aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m39aa.git" already exists in archive "korr_m39aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m39aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m39aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m39aa.git...
 [Install] 	Finished updating GFF file "m39aa.git" in "modules\korr_m39aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m39aa.git" in archive "korr_m39aa.mod".
 [Install] 	GFF FILE: m40ad_m12aa.git and m12aa.git.
 [Install] 	GFF FILE: m40ad_m12aa.git and m12aa.git.
 [Install] 	GFF Check: 1_m12aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\ebo_m40ad.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m12aa.git m12aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m12aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m12aa.git" already exists in archive "ebo_m40ad.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m12aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m12aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m12aa.git...
 [Install] 	Finished updating GFF file "m12aa.git" in "modules\ebo_m40ad.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m12aa.git" in archive "ebo_m40ad.mod".
 [Install] 	GFF FILE: m43aa.git and m43aa.git.
 [Install] 	GFF FILE: m43aa.git and m43aa.git.
 [Install] 	GFF Check: 1_m43aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\unk_m43aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m43aa.git m43aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m43aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
 [Install] 	File "m43aa.git" already exists in archive "unk_m43aa.mod", modifying existing file...
 [Install] 	GFF Check: 10_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\m43aa.git.
 [Install] 	GFF File result: True.
 [Install] 	GFF File m43aa.git does exists: C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\erfpatch_temp\.
 [Install] 	Modifying GFF file m43aa.git...
 [Install] 	Added new field to GFF file m43aa.git...
 [Install] 	Finished updating GFF file "m43aa.git" in "modules\unk_m43aa.mod"...
 [Install] 	GFF Check: 0_Preparing to load ERF.
 [Install] 	GFF Check: 0_ERF is Loaded.
 [Install] 	GFF Check: 0_Added file.
 [Install] 	GFF Check: 0_Saved ERF.
 [Install] 	Saving modified file "m43aa.git" in archive "unk_m43aa.mod".
 [Install] 	GFF FILE: m44aa.git and m44aa.git.
 [Install] 	GFF FILE: m44aa.git and m44aa.git.
 [Install] 	GFF Check: 1_m44aa.git.
 [Install] 	GFF Check: 2_C:\Users\angku\Saved Games\Star Wars - KotOR\modules\unk_m44aa.mod.
 [Install] 	GFF Check: 3.
 [Install] 	GFF Check: 4_C:\Users\angku\Documents\KotOR Mods\KOTOR 1 Community Patch v1.9.2\tslpatchdata\_erfpath_temp.
 [Install] 	GFF Check: 5_m44aa.git m44aa.git..
 [Install] 	GFF Check: 6.
 [Install] 	GFF Check: SPECIAL_ ResType is .git and git.
 [Install] 	GFF Check: Special_m44aa..git  Overwrite: 0.
 [Install] 	GFF Check: 7_Extracting file from ERF..
